index,raw,opcode,message,timestamp,aliased_addr,dirty,dmask,fillo,hreq_id,ns,nxm,rnode,rreq_id,src,unaliased_addr,vc,xb1,xb1_2,xb2,xb3,xb4,xb5
324,0x582fe40000008580,11,ECI_CMD_MFWD_FEVX_EH,33097038832,8580,,15,,11,1,,1,,5,8580,8,0,,0,0,,
325,0x5837e40000008680,11,ECI_CMD_MFWD_FEVX_EH,33097038834,8680,,15,,13,1,,1,,5,8680,8,0,,0,0,,
326,0x180fe00000008180,3,ECI_CMD_MRSP_VICDHI,33097038899,8180,,15,,3,1,,,,2,8180,4,,,,0,,0
327,0x1817e00000008280,3,ECI_CMD_MRSP_VICDHI,33097038903,8280,,15,,5,1,,,,2,8280,4,,,,0,,0
328,0x181fe00000008380,3,ECI_CMD_MRSP_VICDHI,33097038907,8380,,15,,7,1,,,,2,8380,4,,,,0,,0
329,0x1827e00000008480,3,ECI_CMD_MRSP_VICDHI,33097038911,8480,,15,,9,1,,,,2,8480,4,,,,0,,0
330,0x182fe00000008580,3,ECI_CMD_MRSP_VICDHI,33097038915,8580,,15,,11,1,,,,2,8580,4,,,,0,,0
331,0x1837e00000008680,3,ECI_CMD_MRSP_VICDHI,33097038919,8680,,15,,13,1,,,,2,8680,4,,,,0,,0
332,0x4803c00000008080,9,ECI_CMD_MRSP_PSHA,33097039180,8080,0,15,0,,,0,,0,4,8080,4,0,0,,0,,0
333,0x7007e40000000080,14,ECI_CMD_MFWD_SINV_H,33097039470,80,,15,,1,1,,1,,5,80,8,0,,0,0,,
334,0x2004200000000080,4,ECI_CMD_MRSP_HAKD,33097039536,80,,0,,1,1,,,,1,80,10,,,,0,,0
335,0x3803e00000008080,7,ECI_CMD_MREQ_RC2D_S,33097039902,8080,,15,,,1,,,0,0,8080,6,,,0,0,0,
336,0x2843f00000008680,5,ECI_CMD_MREQ_RLDX,33097039915,8680,,15,,,1,,,16,0,8680,6,,,0,4,0,
337,0x2800300000008180,5,ECI_CMD_MREQ_RLDX,33097039917,8180,,0,,,1,,,0,0,8180,6,,,0,4,0,
338,0x2800300000008280,5,ECI_CMD_MREQ_RLDX,33097039919,8280,,0,,,1,,,0,0,8280,6,,,0,4,0,
339,0x2800300000008380,5,ECI_CMD_MREQ_RLDX,33097039921,8380,,0,,,1,,,0,0,8380,6,,,0,4,0,
340,0x2844300000008480,5,ECI_CMD_MREQ_RLDX,33097039923,8480,,0,,,1,,,17,0,8480,6,,,0,4,0,
341,0x2840300000008580,5,ECI_CMD_MREQ_RLDX,33097039925,8580,,0,,,1,,,16,0,8580,6,,,0,4,0,
342,0x5000000000008080,10,ECI_CMD_MRSP_PEMD,33097039927,8080,0,0,0,,,0,,0,3,8080,10,0,0,,0,,0
343,0x5043c00000008680,10,ECI_CMD_MRSP_PEMD,33097040006,8680,0,15,0,,,0,,16,4,8680,4,0,0,,0,,0
344,0x5003c00000008180,10,ECI_CMD_MRSP_PEMD,33097040028,8180,0,15,0,,,0,,0,4,8180,4,0,0,,0,,0
345,0x5003c00000008280,10,ECI_CMD_MRSP_PEMD,33097040050,8280,0,15,0,,,0,,0,4,8280,4,0,0,,0,,0
346,0x5003c00000008380,10,ECI_CMD_MRSP_PEMD,33097040072,8380,0,15,0,,,0,,0,4,8380,4,0,0,,0,,0
347,0x5047c00000008480,10,ECI_CMD_MRSP_PEMD,33097040094,8480,0,15,0,,,0,,17,4,8480,4,0,0,,0,,0
348,0x5043c00000008580,10,ECI_CMD_MRSP_PEMD,33097040116,8580,0,15,0,,,0,,16,4,8580,4,0,0,,0,,0
349,0x5807e40000008080,11,ECI_CMD_MFWD_FEVX_EH,33097040264,8080,,15,,1,1,,1,,5,8080,8,0,,0,0,,
350,0x1807e00000008080,3,ECI_CMD_MRSP_VICDHI,33097040340,8080,,15,,1,1,,,,2,8080,4,,,,0,,0
351,0x580fe40000008180,11,ECI_CMD_MFWD_FEVX_EH,33097040465,8180,,15,,3,1,,1,,5,8180,8,0,,0,0,,
352,0x5817e40000008280,11,ECI_CMD_MFWD_FEVX_EH,33097040467,8280,,15,,5,1,,1,,5,8280,8,0,,0,0,,
353,0x581fe40000008380,11,ECI_CMD_MFWD_FEVX_EH,33097040469,8380,,15,,7,1,,1,,5,8380,8,0,,0,0,,
354,0x5827e40000008480,11,ECI_CMD_MFWD_FEVX_EH,33097040471,8480,,15,,9,1,,1,,5,8480,8,0,,0,0,,
355,0x582fe40000008580,11,ECI_CMD_MFWD_FEVX_EH,33097040473,8580,,15,,11,1,,1,,5,8580,8,0,,0,0,,
356,0x5837e40000008680,11,ECI_CMD_MFWD_FEVX_EH,33097040475,8680,,15,,13,1,,1,,5,8680,8,0,,0,0,,
357,0x180fe00000008180,3,ECI_CMD_MRSP_VICDHI,33097040540,8180,,15,,3,1,,,,2,8180,4,,,,0,,0
358,0x1817e00000008280,3,ECI_CMD_MRSP_VICDHI,33097040544,8280,,15,,5,1,,,,2,8280,4,,,,0,,0
359,0x181fe00000008380,3,ECI_CMD_MRSP_VICDHI,33097040548,8380,,15,,7,1,,,,2,8380,4,,,,0,,0
